OrderID,OrderDate,Month,Region,Category,Channel,UnitPrice,Quantity,Revenue,DeliveryDays,Delayed,CustomerID,ChurnRisk
ORD100034,2025-11-21,2025-11,North,Home & Kitchen,Online,64.79599628919391,3,194.39,5.5,1,282,Medium
ORD100035,2025-01-24,2025-01,South,Electronics,In-Store,207.64434433366048,1,207.64,4.4,0,343,Medium
ORD100036,2025-11-10,2025-11,East,Home & Kitchen,Online,94.63497805816509,1,94.63,2.0,0,521,Medium
ORD100037,2025-10-30,2025-10,East,Beauty,In-Store,37.28635893914639,3,111.86,3.8,0,188,Low
ORD100038,2025-04-12,2025-04,West,Electronics,Online,233.85081624911476,5,1169.25,4.7,0,899,Low
ORD100039,2025-08-19,2025-08,South,Apparel,Online,61.6410121225503,3,184.92,4.7,0,586,Low
ORD100040,2025-03-02,2025-03,West,Electronics,In-Store,296.50095225504543,3,889.5,2.6,0,281,Medium
ORD100041,2025-10-04,2025-10,North,Electronics,Online,226.90930630179892,4,907.64,2.4,0,102,High
ORD100042,2025-09-13,2025-09,South,Beauty,In-Store,24.365762612337768,5,121.83,5.8,1,535,Low
ORD100043,2025-05-10,2025-05,North,Apparel,In-Store,55.84734426234469,5,279.24,3.3,0,403,Medium
ORD100044,2025-01-25,2025-01,South,Apparel,Online,39.158896624884036,1,39.16,5.8,1,606,Medium
ORD100045,2025-12-21,2025-12,South,Electronics,Online,283.79448173986214,3,851.38,5.5,1,536,High
ORD100046,2025-06-12,2025-06,North,Beauty,Online,33.330031164257065,3,99.99,4.1,0,576,Low
ORD100047,2025-11-22,2025-11,East,Electronics,Online,214.69032298525298,2,429.38,3.4,0,750,Low
ORD100048,2025-09-05,2025-09,South,Sports,Online,65.36810106046684,5,326.84,5.0,0,473,Medium
ORD100049,2025-10-12,2025-10,North,Apparel,Online,48.28347620642471,2,96.57,5.1,1,652,Medium
ORD100050,2025-10-05,2025-10,North,Electronics,In-Store,296.4088582685873,5,1482.04,4.7,0,323,Medium
ORD100051,2025-03-13,2025-03,South,Home & Kitchen,In-Store,68.00433078664751,1,68.0,3.0,0,848,High
ORD100052,2025-05-13,2025-05,South,Electronics,Online,296.93640169295816,4,1187.75,5.0,0,367,Low
ORD100053,2025-06-20,2025-06,South,Home & Kitchen,Online,57.7550983217519,4,231.02,6.2,1,612,Medium
ORD100054,2025-07-01,2025-07,North,Electronics,In-Store,272.4573053560938,3,817.37,5.3,1,898,Low
ORD100055,2025-01-16,2025-01,East,Sports,In-Store,80.62606148988573,1,80.63,5.4,1,314,Low
ORD100056,2025-07-19,2025-07,West,Sports,Online,58.550192021434235,1,58.55,3.5,0,92,Low
ORD100057,2025-02-26,2025-02,South,Sports,Online,45.06882185380122,4,180.28,6.7,1,209,Low
ORD100058,2025-09-29,2025-09,East,Electronics,In-Store,277.91879985003135,5,1389.59,3.4,0,220,Low
ORD100059,2025-09-07,2025-09,West,Sports,In-Store,77.40032393905287,3,232.2,5.1,1,51,Medium
ORD100060,2025-12-03,2025-12,West,Beauty,In-Store,28.061405147757522,1,28.06,4.7,0,489,High
ORD100061,2025-09-29,2025-09,East,Electronics,Online,233.8633659956295,4,935.45,2.5,0,250,Low
ORD100062,2025-05-14,2025-05,West,Electronics,Online,278.658236473563,3,835.97,5.2,1,88,Low
ORD100063,2025-12-20,2025-12,West,Sports,Online,50.06580504450501,1,50.07,5.7,1,124,Low
ORD100064,2025-05-30,2025-05,East,Electronics,Online,250.86226648425554,2,501.72,4.0,0,246,Low
ORD100065,2025-04-29,2025-04,South,Home & Kitchen,In-Store,80.11531693288588,2,160.23,4.2,0,332,Low
ORD100066,2025-11-27,2025-11,North,Sports,Online,49.32546159467906,5,246.63,1.8,0,877,Medium
ORD100067,2025-05-16,2025-05,North,Electronics,In-Store,282.04179191664775,5,1410.21,3.8,0,632,High
ORD100068,2025-01-28,2025-01,South,Home & Kitchen,In-Store,74.18212660319588,1,74.18,4.8,0,643,Low
ORD100069,2025-06-21,2025-06,South,Home & Kitchen,In-Store,108.32786247668089,3,324.98,3.4,0,623,Medium
ORD100070,2025-10-18,2025-10,South,Apparel,In-Store,49.42141689932376,1,49.42,4.1,0,723,Medium
ORD100071,2025-03-11,2025-03,East,Beauty,In-Store,31.804709609079506,3,95.41,3.5,0,287,Low
ORD100072,2025-06-18,2025-06,East,Electronics,Online,219.1891154097813,1,219.19,3.3,0,90,Low
ORD100073,2025-02-17,2025-02,West,Apparel,Online,44.121133030473615,4,176.48,4.5,0,458,Low
ORD100074,2025-09-08,2025-09,North,Sports,Online,76.35458354315836,1,76.35,1.6,0,2,Low
ORD100075,2025-06-23,2025-06,North,Electronics,In-Store,258.3351308208634,5,1291.68,4.6,0,195,High
ORD100076,2025-05-01,2025-05,East,Sports,In-Store,74.49498550718374,2,148.99,3.3,0,677,Low
ORD100077,2025-03-24,2025-03,West,Electronics,Online,218.8469605801261,2,437.69,3.2,0,453,Low
ORD100078,2025-07-26,2025-07,West,Apparel,Online,39.73527257813616,5,198.68,1.5,0,621,Low
ORD100079,2025-09-02,2025-09,West,Electronics,Online,167.37724365334003,5,836.89,5.7,1,459,Low
ORD100080,2025-12-10,2025-12,West,Home & Kitchen,Online,99.4927354391065,1,99.49,5.2,1,488,High
ORD100081,2025-06-09,2025-06,South,Sports,In-Store,59.44161008174356,1,59.44,4.8,0,271,Low
ORD100082,2025-02-28,2025-02,South,Sports,Online,63.387390868060685,5,316.94,6.2,1,197,Medium
ORD100083,2025-10-31,2025-10,North,Beauty,In-Store,30.856207939137946,5,154.28,4.0,0,234,Low
ORD100084,2025-08-18,2025-08,East,Home & Kitchen,Online,80.14371995667744,3,240.43,4.2,0,718,Low
ORD100085,2025-09-13,2025-09,West,Sports,Online,70.72378223684967,1,70.72,4.2,0,881,Low
ORD100086,2025-02-05,2025-02,South,Home & Kitchen,Online,90.08911048248208,1,90.09,4.7,0,74,High
ORD100087,2025-04-25,2025-04,East,Beauty,In-Store,41.413129771530414,2,82.83,3.8,0,483,Low
ORD100088,2025-10-08,2025-10,North,Home & Kitchen,Online,63.77861882835697,4,255.11,5.4,1,423,Medium
ORD100089,2025-10-31,2025-10,North,Beauty,Online,33.04390557788705,1,33.04,3.6,0,506,Low
ORD100090,2025-06-08,2025-06,North,Electronics,Online,163.73898516395636,4,654.96,5.5,1,210,Medium
ORD100091,2025-10-21,2025-10,North,Apparel,In-Store,56.9494301893083,5,284.75,3.4,0,8,Medium
ORD100092,2025-11-04,2025-11,West,Sports,In-Store,67.88507599654591,1,67.89,4.3,0,183,Medium
ORD100093,2025-05-22,2025-05,South,Electronics,In-Store,219.97033766285082,5,1099.85,7.4,1,164,Low
ORD100094,2025-11-24,2025-11,West,Electronics,Online,277.5442908151677,5,1387.72,6.5,1,48,Low
ORD100095,2025-04-16,2025-04,East,Beauty,In-Store,30.555054778323143,2,61.11,5.3,1,321,High
ORD100096,2025-03-29,2025-03,North,Apparel,Online,38.67526200237358,1,38.68,2.7,0,615,Medium
ORD100097,2025-09-07,2025-09,North,Electronics,In-Store,226.76511721099186,2,453.53,5.6,1,869,Low
ORD100098,2025-08-21,2025-08,West,Apparel,Online,33.73120159407618,2,67.46,4.4,0,591,Low
ORD100099,2025-02-21,2025-02,North,Apparel,Online,59.78262495364069,2,119.57,3.4,0,158,Low
ORD100100,2025-10-31,2025-10,West,Home & Kitchen,In-Store,96.9336689851298,5,484.67,1.2,0,326,Low
ORD100101,2025-03-14,2025-03,North,Beauty,In-Store,36.96663151051558,1,36.97,3.4,0,273,Low
ORD100102,2025-10-21,2025-10,East,Beauty,Online,39.364359384387285,2,78.73,2.7,0,191,Low
ORD100103,2025-01-03,2025-01,West,Home & Kitchen,Online,100.32806497364469,4,401.31,5.0,0,891,Low
ORD100104,2025-10-18,2025-10,North,Home & Kitchen,In-Store,80.18374505419263,1,80.18,1.6,0,590,Medium
ORD100105,2025-10-15,2025-10,North,Apparel,In-Store,35.23704664805166,1,35.24,5.2,1,433,High
ORD100106,2025-10-12,2025-10,West,Beauty,In-Store,28.840660379600006,2,57.68,4.5,0,393,Medium
ORD100107,2025-08-31,2025-08,North,Electronics,Online,297.8490460144772,5,1489.25,6.4,1,287,Low
ORD100108,2025-06-22,2025-06,South,Electronics,Online,300.1599356496324,5,1500.8,4.0,0,375,Medium
ORD100109,2025-09-15,2025-09,South,Beauty,In-Store,37.12528817599971,5,185.63,6.4,1,571,Low
ORD100110,2025-04-12,2025-04,North,Beauty,In-Store,25.293042244499137,5,126.47,1.0,0,835,Medium
ORD100111,2025-10-12,2025-10,East,Apparel,In-Store,37.62517054162106,1,37.63,3.5,0,447,Low
ORD100112,2025-07-22,2025-07,East,Home & Kitchen,In-Store,105.26720460932033,3,315.8,2.5,0,167,Low
ORD100113,2025-06-17,2025-06,South,Apparel,Online,35.970351574850426,3,107.91,4.7,0,861,Medium
ORD100114,2025-07-04,2025-07,West,Apparel,Online,49.90033053597341,1,49.9,3.9,0,284,Low
ORD100115,2025-07-27,2025-07,North,Apparel,In-Store,43.414927991790634,5,217.07,1.9,0,75,Medium
ORD100116,2025-01-14,2025-01,North,Electronics,Online,200.5096952260212,4,802.04,2.2,0,490,Medium
ORD100117,2025-02-21,2025-02,East,Home & Kitchen,In-Store,93.93339343791091,5,469.67,2.8,0,711,Low
ORD100118,2025-03-31,2025-03,West,Apparel,In-Store,61.726425914536044,2,123.45,3.9,0,232,Low
ORD100119,2025-02-11,2025-02,North,Home & Kitchen,In-Store,99.54748934145671,4,398.19,4.4,0,251,Medium
ORD100120,2025-06-10,2025-06,North,Electronics,Online,228.86903933763932,1,228.87,4.1,0,261,Medium
ORD100121,2025-09-01,2025-09,South,Beauty,In-Store,30.254941672246538,1,30.25,5.9,1,726,Medium
ORD100122,2025-08-27,2025-08,West,Home & Kitchen,Online,106.82919454605366,4,427.32,2.7,0,861,Low
ORD100123,2025-06-21,2025-06,North,Beauty,Online,33.14024906794883,1,33.14,3.2,0,763,Medium
ORD100124,2025-11-09,2025-11,South,Electronics,Online,230.48240955219407,2,460.96,6.1,1,204,Low
ORD100125,2025-07-26,2025-07,East,Home & Kitchen,Online,94.2388086937597,4,376.96,4.4,0,764,Low
ORD100126,2025-01-29,2025-01,South,Sports,In-Store,51.9604603194401,3,155.88,3.5,0,279,Medium
ORD100127,2025-10-07,2025-10,North,Apparel,In-Store,33.507667858608706,2,67.02,4.1,0,780,Low
ORD100128,2025-07-29,2025-07,North,Electronics,Online,285.687161834743,2,571.37,3.1,0,892,Low
ORD100129,2025-08-20,2025-08,South,Electronics,In-Store,247.51830190771634,4,990.07,3.6,0,646,Low
ORD100130,2025-07-26,2025-07,South,Electronics,Online,179.3910735886606,5,896.96,5.8,1,859,Medium
ORD100131,2025-07-22,2025-07,West,Apparel,In-Store,40.88850968477354,4,163.55,3.8,0,129,High
ORD100132,2025-02-03,2025-02,East,Apparel,In-Store,62.682905646570205,2,125.37,2.7,0,589,High
ORD100133,2025-07-24,2025-07,East,Electronics,Online,251.7012393994029,3,755.1,3.3,0,47,Low
ORD100134,2025-10-18,2025-10,West,Home & Kitchen,Online,91.62227989415885,1,91.62,3.2,0,587,Low
ORD100135,2025-04-21,2025-04,South,Electronics,Online,165.1132041341432,1,165.11,4.7,0,307,Medium
ORD100136,2025-08-09,2025-08,South,Apparel,Online,62.02323962868385,2,124.05,6.5,1,872,Low
ORD100137,2025-01-12,2025-01,West,Home & Kitchen,In-Store,105.99584181528834,2,211.99,4.1,0,446,Low
ORD100138,2025-05-07,2025-05,North,Electronics,Online,238.35849610853595,5,1191.79,4.9,0,686,Low
ORD100139,2025-06-09,2025-06,East,Electronics,Online,201.64589313343453,5,1008.23,4.6,0,273,Medium
ORD100140,2025-12-25,2025-12,East,Electronics,Online,261.5005051714581,1,261.5,3.3,0,68,Medium
ORD100141,2025-03-20,2025-03,North,Electronics,In-Store,282.3396567486678,2,564.68,1.0,0,668,Low
ORD100142,2025-04-11,2025-04,South,Apparel,Online,56.26282440943248,1,56.26,4.1,0,200,Low
ORD100143,2025-05-30,2025-05,North,Electronics,In-Store,304.4652952953733,1,304.47,2.2,0,650,Medium
ORD100144,2025-12-29,2025-12,North,Electronics,In-Store,252.0757313947091,2,504.15,2.1,0,418,Medium
ORD100145,2025-11-08,2025-11,South,Beauty,Online,27.74573406273617,5,138.73,6.4,1,874,Low
ORD100146,2025-01-13,2025-01,North,Beauty,Online,31.456479874439204,1,31.46,4.9,0,317,Low
ORD100147,2025-03-27,2025-03,East,Electronics,Online,279.7128438643949,4,1118.85,6.7,1,361,High
ORD100148,2025-10-27,2025-10,West,Apparel,Online,39.858291497284384,2,79.72,3.6,0,666,Medium
ORD100149,2025-01-22,2025-01,West,Apparel,In-Store,38.78936003073573,3,116.37,5.7,1,707,Medium
ORD100150,2025-11-09,2025-11,North,Sports,In-Store,72.44305237371178,5,362.22,4.9,0,114,Medium
ORD100151,2025-04-13,2025-04,North,Sports,Online,60.665951913647255,5,303.33,3.4,0,667,High
ORD100152,2025-12-01,2025-12,North,Electronics,Online,279.7518408592173,5,1398.76,4.3,0,442,Low
ORD100153,2025-04-18,2025-04,North,Electronics,Online,176.12727226848426,3,528.38,5.2,1,889,Low
ORD100154,2025-06-08,2025-06,West,Apparel,Online,42.07443858920631,1,42.07,4.4,0,568,Low
ORD100155,2025-08-30,2025-08,South,Beauty,In-Store,26.630098038392124,5,133.15,4.3,0,696,Medium
ORD100156,2025-02-16,2025-02,North,Beauty,In-Store,35.65523110939174,5,178.28,2.2,0,310,Low
ORD100157,2025-07-23,2025-07,West,Electronics,In-Store,270.936698852304,5,1354.68,1.0,0,255,Low
ORD100158,2025-07-04,2025-07,South,Home & Kitchen,Online,81.53615096964714,3,244.61,5.3,1,706,Low
ORD100159,2025-10-14,2025-10,North,Electronics,Online,227.61652396543607,2,455.23,2.8,0,14,Medium
ORD100160,2025-12-30,2025-12,North,Home & Kitchen,Online,63.39378543619125,1,63.39,2.4,0,522,Medium
ORD100161,2025-08-31,2025-08,East,Beauty,In-Store,35.7383899700741,2,71.48,3.8,0,871,Low
ORD100162,2025-05-30,2025-05,East,Apparel,In-Store,62.75800545837629,2,125.52,1.6,0,892,Low
ORD100163,2025-05-29,2025-05,North,Electronics,In-Store,273.7999634880986,2,547.6,4.0,0,644,Medium
ORD100164,2025-06-02,2025-06,West,Home & Kitchen,Online,68.49429009850716,5,342.47,5.1,1,448,Low
ORD100165,2025-10-25,2025-10,West,Apparel,Online,51.12836629721841,4,204.51,4.0,0,731,Medium
ORD100166,2025-04-28,2025-04,West,Sports,In-Store,54.38818604789862,2,108.78,3.7,0,14,Low
ORD100167,2025-03-02,2025-03,North,Apparel,Online,32.45056141686291,4,129.8,2.3,0,714,High
ORD100168,2025-05-03,2025-05,North,Beauty,In-Store,24.776279968772503,4,99.11,3.9,0,171,Low
ORD100169,2025-01-09,2025-01,West,Electronics,Online,169.79941012863156,3,509.4,4.7,0,662,Medium
ORD100170,2025-02-08,2025-02,South,Electronics,In-Store,184.17361324950187,5,920.87,4.8,0,313,Low
ORD100171,2025-02-02,2025-02,East,Apparel,Online,56.5615392756436,5,282.81,4.6,0,676,Low
ORD100172,2025-10-09,2025-10,East,Electronics,In-Store,199.09614864068647,3,597.29,2.5,0,543,Medium
ORD100173,2025-09-21,2025-09,North,Apparel,Online,55.34675845477102,3,166.04,1.9,0,836,Medium
ORD100174,2025-09-12,2025-09,East,Home & Kitchen,Online,109.13630307119516,2,218.27,5.1,1,708,Medium
ORD100175,2025-06-18,2025-06,West,Electronics,Online,242.4380597204373,4,969.75,5.3,1,822,Medium
ORD100176,2025-09-19,2025-09,East,Electronics,Online,228.7529770695484,5,1143.76,3.4,0,136,Medium
ORD100177,2025-02-28,2025-02,South,Electronics,In-Store,269.5195850409006,4,1078.08,5.0,0,341,High
ORD100178,2025-11-25,2025-11,West,Electronics,In-Store,168.95188154353585,2,337.9,5.3,1,394,Low
ORD100179,2025-07-02,2025-07,South,Beauty,In-Store,29.992453837182584,3,89.98,5.9,1,28,High
ORD100180,2025-12-09,2025-12,East,Beauty,In-Store,31.475316493573274,4,125.9,2.6,0,21,Low
ORD100181,2025-02-25,2025-02,West,Electronics,In-Store,281.98190180135015,1,281.98,2.0,0,35,Low
ORD100182,2025-07-01,2025-07,East,Sports,Online,76.19714172971456,3,228.59,2.4,0,690,Medium
ORD100183,2025-09-12,2025-09,North,Sports,In-Store,77.62714511369921,4,310.51,2.6,0,402,Low
ORD100184,2025-06-30,2025-06,North,Beauty,Online,35.65533148522174,3,106.97,5.5,1,676,Low
ORD100185,2025-06-12,2025-06,North,Apparel,In-Store,48.21250792632238,4,192.85,2.1,0,751,Low
ORD100186,2025-03-02,2025-03,South,Apparel,Online,57.57819862231654,5,287.89,4.5,0,33,Low
ORD100187,2025-05-20,2025-05,South,Apparel,In-Store,59.00839608054099,1,59.01,3.8,0,763,Medium
ORD100188,2025-03-29,2025-03,East,Beauty,Online,31.09017644583509,3,93.27,3.4,0,203,Low
ORD100189,2025-04-21,2025-04,South,Sports,Online,83.39780013132841,4,333.59,5.2,1,364,Low
ORD100190,2025-09-07,2025-09,East,Apparel,Online,59.05677093684412,5,295.28,2.5,0,866,Low
ORD100191,2025-08-19,2025-08,West,Electronics,Online,232.6123284748968,3,697.84,5.8,1,272,Low
ORD100192,2025-08-10,2025-08,North,Sports,Online,44.91007900457846,5,224.55,3.5,0,845,Low
ORD100193,2025-05-13,2025-05,East,Beauty,Online,25.71433306830982,2,51.43,7.0,1,456,Low
ORD100194,2025-12-17,2025-12,East,Apparel,Online,55.95655525035297,3,167.87,2.6,0,12,Medium
ORD100195,2025-02-01,2025-02,South,Home & Kitchen,Online,62.22463839192634,5,311.12,7.1,1,749,Medium
ORD100196,2025-05-06,2025-05,North,Apparel,Online,46.29870208905678,3,138.9,5.4,1,40,Low
ORD100197,2025-02-13,2025-02,East,Apparel,In-Store,50.55284405129891,2,101.11,2.8,0,573,Low
ORD100198,2025-05-04,2025-05,West,Home & Kitchen,Online,105.18742238874886,3,315.56,4.0,0,413,Low
ORD100199,2025-12-18,2025-12,East,Sports,Online,77.57878224152616,4,310.32,2.9,0,126,Low
ORD100200,2025-05-14,2025-05,West,Beauty,Online,37.04983634225439,5,185.25,3.4,0,463,Low
ORD100201,2025-11-28,2025-11,West,Apparel,Online,44.34236864225277,4,177.37,4.5,0,326,High
ORD100202,2025-06-30,2025-06,South,Apparel,Online,35.980851511782355,1,35.98,5.2,1,89,Medium
ORD100203,2025-09-13,2025-09,East,Apparel,In-Store,52.5939532510722,1,52.59,1.4,0,500,Low
ORD100204,2025-06-16,2025-06,South,Electronics,Online,181.91844786322477,5,909.59,8.0,1,40,Low
ORD100205,2025-04-08,2025-04,West,Apparel,Online,49.1814062273714,3,147.54,4.2,0,484,Medium
ORD100206,2025-10-06,2025-10,North,Electronics,Online,305.02444009935505,2,610.05,3.8,0,204,High
ORD100207,2025-12-20,2025-12,South,Apparel,Online,48.83475793792915,2,97.67,4.4,0,747,Low
ORD100208,2025-04-07,2025-04,West,Electronics,Online,253.41575755810888,1,253.42,4.2,0,855,Medium
ORD100209,2025-10-12,2025-10,North,Apparel,In-Store,52.843627365359474,1,52.84,2.6,0,839,Low
ORD100210,2025-04-06,2025-04,East,Sports,Online,76.8763110223712,4,307.51,4.0,0,843,Medium
ORD100211,2025-09-19,2025-09,South,Electronics,In-Store,220.98702442848548,4,883.95,4.5,0,91,Low
ORD100212,2025-10-15,2025-10,West,Home & Kitchen,Online,83.86055445893987,3,251.58,5.5,1,459,Medium
ORD100213,2025-06-14,2025-06,West,Beauty,Online,24.695412292416385,1,24.7,4.8,0,202,Low
ORD100214,2025-09-26,2025-09,South,Home & Kitchen,Online,90.42207371330011,4,361.69,6.0,1,87,Low
ORD100215,2025-04-10,2025-04,East,Electronics,Online,199.54673297395593,5,997.73,4.0,0,353,Medium
ORD100216,2025-01-29,2025-01,South,Apparel,Online,47.49017958999403,5,237.45,5.5,1,386,Medium
ORD100217,2025-02-05,2025-02,East,Home & Kitchen,In-Store,98.92720283655427,2,197.85,3.0,0,267,Medium
ORD100218,2025-06-13,2025-06,East,Home & Kitchen,In-Store,56.983914662191246,4,227.94,4.5,0,103,Low
ORD100219,2025-11-26,2025-11,West,Electronics,Online,240.84299109399345,2,481.69,4.9,0,368,Medium
ORD100220,2025-02-16,2025-02,North,Apparel,Online,36.963518045286726,5,184.82,3.5,0,140,Low
ORD100221,2025-06-16,2025-06,North,Home & Kitchen,In-Store,71.6454670278958,5,358.23,2.8,0,37,Medium
ORD100222,2025-09-14,2025-09,East,Electronics,Online,159.34584513339766,2,318.69,3.9,0,406,Low
ORD100223,2025-03-15,2025-03,East,Home & Kitchen,Online,65.48991457041052,3,196.47,4.0,0,60,Low
ORD100224,2025-09-21,2025-09,South,Electronics,In-Store,305.9409265662214,2,611.88,4.4,0,869,Low
ORD100225,2025-04-22,2025-04,North,Apparel,Online,62.95346697777833,4,251.81,3.0,0,754,High
ORD100226,2025-10-23,2025-10,South,Sports,Online,72.23361263536519,2,144.47,6.1,1,833,Medium
ORD100227,2025-07-31,2025-07,West,Electronics,Online,248.22595563476375,4,992.9,5.5,1,93,Low
ORD100228,2025-07-19,2025-07,North,Home & Kitchen,Online,99.51238937355883,5,497.56,5.8,1,419,Medium
ORD100229,2025-03-06,2025-03,South,Apparel,Online,59.741459573832586,5,298.71,4.5,0,741,Low
ORD100230,2025-06-19,2025-06,West,Apparel,In-Store,47.85810937631036,1,47.86,4.6,0,518,Low
ORD100231,2025-11-09,2025-11,North,Beauty,Online,21.740963987771725,1,21.74,1.4,0,276,Low
ORD100232,2025-01-08,2025-01,East,Apparel,Online,53.84596834827166,5,269.23,5.0,0,748,Medium
ORD100233,2025-10-04,2025-10,North,Electronics,Online,305.62878531915305,1,305.63,2.0,0,278,High
ORD100234,2025-06-29,2025-06,West,Beauty,In-Store,26.419112075411185,3,79.26,2.6,0,876,High
ORD100235,2025-09-20,2025-09,East,Sports,Online,61.465553749366194,5,307.33,4.4,0,91,Low
ORD100236,2025-08-31,2025-08,West,Home & Kitchen,In-Store,76.23136645887173,3,228.69,3.1,0,635,Low
ORD100237,2025-06-07,2025-06,North,Electronics,Online,214.13199411139897,1,214.13,2.8,0,12,Medium
ORD100238,2025-04-23,2025-04,South,Electronics,Online,265.095599056805,5,1325.48,4.6,0,822,Low
ORD100239,2025-08-17,2025-08,East,Home & Kitchen,Online,77.1906458263388,4,308.76,4.9,0,320,Medium
ORD100240,2025-02-21,2025-02,North,Electronics,Online,298.92695532064386,2,597.85,2.6,0,19,High
ORD100241,2025-08-02,2025-08,North,Electronics,Online,275.6074018795883,4,1102.43,3.6,0,751,Low
ORD100242,2025-02-04,2025-02,North,Sports,In-Store,43.161175053683195,4,172.64,2.5,0,870,Low
ORD100243,2025-08-26,2025-08,West,Apparel,In-Store,57.284289784062324,3,171.85,4.8,0,828,High
ORD100244,2025-08-18,2025-08,East,Electronics,In-Store,273.0200430555534,5,1365.1,4.3,0,437,Medium
ORD100245,2025-01-31,2025-01,East,Electronics,Online,233.54003417070996,4,934.16,1.8,0,56,High
ORD100246,2025-10-04,2025-10,East,Apparel,Online,47.14974799751202,2,94.3,5.3,1,205,Medium
ORD100247,2025-06-01,2025-06,South,Home & Kitchen,In-Store,102.78950659414939,5,513.95,3.8,0,28,Low
ORD100248,2025-10-15,2025-10,South,Beauty,Online,29.920491072423733,5,149.6,5.5,1,40,Medium
ORD100249,2025-01-16,2025-01,South,Electronics,In-Store,178.55720086716795,1,178.56,3.4,0,143,Medium
ORD100250,2025-03-07,2025-03,East,Electronics,In-Store,202.186420258751,2,404.37,3.7,0,507,High
ORD100251,2025-06-30,2025-06,North,Home & Kitchen,Online,70.8513345880194,4,283.41,6.8,1,689,Low
ORD100252,2025-03-10,2025-03,West,Apparel,In-Store,52.95335943402068,5,264.77,4.0,0,526,Low
